"Notes"	"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Feb., 2024 (provisional)"	"2024/02"	"15-19 years"	"15-19"	888	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"20-24 years"	"20-24"	1430	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"25-29 years"	"25-29"	1929	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"30-34 years"	"30-34"	2850	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"35-39 years"	"35-39"	3499	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"40-44 years"	"40-44"	4580	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"45-49 years"	"45-49"	5295	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"50-54 years"	"50-54"	7824	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"55-59 years"	"55-59"	11549	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"60-64 years "	"60-64"	18167	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"65-69 years"	"65-69"	23632	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"70-74 years"	"70-74"	28253	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"75-79 years"	"75-79"	33091	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"80-84 years"	"80-84"	35137	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"85-89 years"	"85-89"	33199	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"90-94 years"	"90-94"	25903	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"95-99 years"	"95-99"	12384	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"100+ years"	"100+"	2972	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"< 1 year"	"1"	1713	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"1-4 years"	"1-4"	300	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"5-9 years"	"5-9"	233	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"10-14 years"	"10-14"	298	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"15-19 years"	"15-19"	948	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"20-24 years"	"20-24"	1571	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"25-29 years"	"25-29"	2033	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"30-34 years"	"30-34"	3064	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"35-39 years"	"35-39"	3670	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"40-44 years"	"40-44"	4508	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"45-49 years"	"45-49"	5401	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"50-54 years"	"50-54"	8074	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"55-59 years"	"55-59"	12009	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"60-64 years "	"60-64"	18752	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"65-69 years"	"65-69"	24588	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"70-74 years"	"70-74"	29091	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"75-79 years"	"75-79"	34053	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"80-84 years"	"80-84"	35592	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"85-89 years"	"85-89"	34334	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"90-94 years"	"90-94"	26803	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"95-99 years"	"95-99"	12957	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"100+ years"	"100+"	3029	Not Applicable	Not Applicable
	"Mar., 2024 (provisional)"	"2024/03"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"< 1 year"	"1"	1617	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"1-4 years"	"1-4"	311	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"5-9 years"	"5-9"	164	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"10-14 years"	"10-14"	262	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"15-19 years"	"15-19"	925	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"20-24 years"	"20-24"	1593	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"25-29 years"	"25-29"	2023	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"30-34 years"	"30-34"	2942	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"35-39 years"	"35-39"	3621	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"40-44 years"	"40-44"	4431	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"45-49 years"	"45-49"	5318	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"50-54 years"	"50-54"	7763	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"55-59 years"	"55-59"	11103	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"60-64 years "	"60-64"	17836	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"65-69 years"	"65-69"	23338	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"70-74 years"	"70-74"	27277	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"75-79 years"	"75-79"	32211	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"80-84 years"	"80-84"	33884	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"85-89 years"	"85-89"	32069	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"90-94 years"	"90-94"	25113	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"95-99 years"	"95-99"	12170	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"100+ years"	"100+"	2797	Not Applicable	Not Applicable
	"Apr., 2024 (provisional)"	"2024/04"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"< 1 year"	"1"	1698	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"1-4 years"	"1-4"	363	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"5-9 years"	"5-9"	203	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"10-14 years"	"10-14"	296	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"15-19 years"	"15-19"	981	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"20-24 years"	"20-24"	1642	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"25-29 years"	"25-29"	2016	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"30-34 years"	"30-34"	2935	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"35-39 years"	"35-39"	3811	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"40-44 years"	"40-44"	4558	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"45-49 years"	"45-49"	5438	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"50-54 years"	"50-54"	7648	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"55-59 years"	"55-59"	11490	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"60-64 years "	"60-64"	18038	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"65-69 years"	"65-69"	23413	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"70-74 years"	"70-74"	27577	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"75-79 years"	"75-79"	32490	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"80-84 years"	"80-84"	34027	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"85-89 years"	"85-89"	31827	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"90-94 years"	"90-94"	24631	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"95-99 years"	"95-99"	11889	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"100+ years"	"100+"	2699	Not Applicable	Not Applicable
	"May, 2024 (provisional)"	"2024/05"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"< 1 year"	"1"	1600	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"1-4 years"	"1-4"	335	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"5-9 years"	"5-9"	256	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"10-14 years"	"10-14"	251	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"15-19 years"	"15-19"	1029	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"20-24 years"	"20-24"	1587	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"25-29 years"	"25-29"	1993	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"30-34 years"	"30-34"	2879	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"35-39 years"	"35-39"	3671	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"40-44 years"	"40-44"	4459	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"45-49 years"	"45-49"	5164	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"50-54 years"	"50-54"	7819	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"55-59 years"	"55-59"	10958	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"60-64 years "	"60-64"	17691	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"65-69 years"	"65-69"	22771	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"70-74 years"	"70-74"	26658	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"75-79 years"	"75-79"	31158	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"80-84 years"	"80-84"	32501	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"85-89 years"	"85-89"	30885	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"90-94 years"	"90-94"	23990	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"95-99 years"	"95-99"	11457	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"100+ years"	"100+"	2633	Not Applicable	Not Applicable
	"Jun., 2024 (provisional)"	"2024/06"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"< 1 year"	"1"	1621	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"1-4 years"	"1-4"	368	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"5-9 years"	"5-9"	242	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"10-14 years"	"10-14"	290	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"15-19 years"	"15-19"	1074	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"20-24 years"	"20-24"	1599	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"25-29 years"	"25-29"	2077	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"30-34 years"	"30-34"	2920	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"35-39 years"	"35-39"	3655	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"40-44 years"	"40-44"	4537	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"45-49 years"	"45-49"	5315	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"50-54 years"	"50-54"	7631	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"55-59 years"	"55-59"	11247	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"60-64 years "	"60-64"	18066	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"65-69 years"	"65-69"	23535	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"70-74 years"	"70-74"	27638	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"75-79 years"	"75-79"	32180	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"80-84 years"	"80-84"	33369	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"85-89 years"	"85-89"	31377	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"90-94 years"	"90-94"	24228	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"95-99 years"	"95-99"	11488	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"100+ years"	"100+"	2636	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	"2024/07"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"< 1 year"	"1"	1525	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"1-4 years"	"1-4"	295	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"5-9 years"	"5-9"	204	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"10-14 years"	"10-14"	310	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"15-19 years"	"15-19"	1009	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"20-24 years"	"20-24"	1636	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"25-29 years"	"25-29"	1962	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"30-34 years"	"30-34"	2764	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"35-39 years"	"35-39"	3562	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"40-44 years"	"40-44"	4594	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"45-49 years"	"45-49"	5155	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"50-54 years"	"50-54"	7525	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"55-59 years"	"55-59"	11283	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"60-64 years "	"60-64"	18068	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"65-69 years"	"65-69"	23316	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"70-74 years"	"70-74"	27833	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"75-79 years"	"75-79"	32935	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"80-84 years"	"80-84"	34165	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"85-89 years"	"85-89"	32210	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"90-94 years"	"90-94"	24524	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"95-99 years"	"95-99"	12043	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"100+ years"	"100+"	2803	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	"2024/08"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"< 1 year"	"1"	1561	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"1-4 years"	"1-4"	282	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"5-9 years"	"5-9"	184	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"10-14 years"	"10-14"	264	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"15-19 years"	"15-19"	906	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"20-24 years"	"20-24"	1411	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"25-29 years"	"25-29"	1911	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"30-34 years"	"30-34"	2569	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"35-39 years"	"35-39"	3287	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"40-44 years"	"40-44"	4180	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"45-49 years"	"45-49"	4984	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"50-54 years"	"50-54"	7195	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"55-59 years"	"55-59"	10830	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"60-64 years "	"60-64"	17162	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"65-69 years"	"65-69"	22363	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"70-74 years"	"70-74"	26869	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"75-79 years"	"75-79"	31660	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"80-84 years"	"80-84"	33258	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"85-89 years"	"85-89"	31232	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"90-94 years"	"90-94"	24262	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"95-99 years"	"95-99"	11621	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"100+ years"	"100+"	2668	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	"2024/09"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"< 1 year"	"1"	1548	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"1-4 years"	"1-4"	259	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"5-9 years"	"5-9"	183	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"10-14 years"	"10-14"	259	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"15-19 years"	"15-19"	894	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"20-24 years"	"20-24"	1441	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"25-29 years"	"25-29"	1770	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"30-34 years"	"30-34"	2596	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"35-39 years"	"35-39"	3297	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"40-44 years"	"40-44"	4181	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"45-49 years"	"45-49"	5130	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"50-54 years"	"50-54"	7408	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"55-59 years"	"55-59"	10912	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"60-64 years "	"60-64"	17756	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"65-69 years"	"65-69"	23575	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"70-74 years"	"70-74"	27980	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"75-79 years"	"75-79"	33676	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"80-84 years"	"80-84"	35204	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"85-89 years"	"85-89"	32955	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"90-94 years"	"90-94"	25544	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"95-99 years"	"95-99"	12199	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"100+ years"	"100+"	2891	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	"2024/10"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"< 1 year"	"1"	1354	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"1-4 years"	"1-4"	213	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"5-9 years"	"5-9"	175	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"10-14 years"	"10-14"	244	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"15-19 years"	"15-19"	722	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"20-24 years"	"20-24"	1255	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"25-29 years"	"25-29"	1537	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"30-34 years"	"30-34"	2176	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"35-39 years"	"35-39"	2879	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"40-44 years"	"40-44"	3803	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"45-49 years"	"45-49"	4509	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"50-54 years"	"50-54"	6734	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"55-59 years"	"55-59"	10052	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"60-64 years "	"60-64"	16356	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"65-69 years"	"65-69"	21726	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"70-74 years"	"70-74"	26457	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"75-79 years"	"75-79"	31701	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"80-84 years"	"80-84"	33232	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"85-89 years"	"85-89"	31018	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"90-94 years"	"90-94"	24473	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"95-99 years"	"95-99"	11713	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"100+ years"	"100+"	2856	Not Applicable	Not Applicable
	"Nov., 2024 (provisional)"	"2024/11"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"< 1 year"	"1"	363	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"1-4 years"	"1-4"	86	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"5-9 years"	"5-9"	50	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"10-14 years"	"10-14"	65	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"15-19 years"	"15-19"	162	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"20-24 years"	"20-24"	343	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"25-29 years"	"25-29"	514	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"30-34 years"	"30-34"	820	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"35-39 years"	"35-39"	1111	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"40-44 years"	"40-44"	1589	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"45-49 years"	"45-49"	2085	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"50-54 years"	"50-54"	3022	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"55-59 years"	"55-59"	4807	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"60-64 years "	"60-64"	7851	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"65-69 years"	"65-69"	10810	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"70-74 years"	"70-74"	13657	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"75-79 years"	"75-79"	16941	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"80-84 years"	"80-84"	18098	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"85-89 years"	"85-89"	17388	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"90-94 years"	"90-94"	13605	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"95-99 years"	"95-99"	6860	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"100+ years"	"100+"	1670	Not Applicable	Not Applicable
	"Dec., 2024 (provisional and partial)"	"2024/12"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Group By: Month; Five-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Jan 5, 2025 3:56:37 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
